"","STOP_FRISK_DOM","STOP_FRISK_TIME_MINUTES","MONTH2","DAY2","STOP_WAS_INITIATED","ISSUING_OFFICER_RANK","SUPERVISING_OFFICER_RANK","JURISDICTION_DESCRIPTION","OBSERVED_DURATION_MINUTES","SUSPECTED_CRIME_DESCRIPTION","STOP_DURATION_MINUTES","OFFICER_EXPLAINED_STOP_FLAG","OTHER_PERSON_STOPPED_FLAG","OFFICER_IN_UNIFORM_FLAG","ID_CARD_IDENTIFIES_OFFICER_FLAG","SHIELD_IDENTIFIES_OFFICER_FLAG","VERBAL_IDENTIFIES_OFFICER_FLAG","FRISKED_FLAG","SEARCHED_FLAG","OTHER_CONTRABAND_FLAG","FIREARM_FLAG","KNIFE_CUTTER_FLAG","OTHER_WEAPON_FLAG","WEAPON_FOUND_FLAG","PHYSICAL_FORCE_CEW_FLAG","PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG","PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG","PHYSICAL_FORCE_OC_SPRAY_USED_FLAG","PHYSICAL_FORCE_OTHER_FLAG","PHYSICAL_FORCE_RESTRAINT_USED_FLAG","PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG","PHYSICAL_FORCE_WEAPON_IMPACT_FLAG","BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG","BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG","SUSPECTS_ACTIONS_CASING_FLAG","SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG","SUSPECTS_ACTIONS_DECRIPTION_FLAG","SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG","SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG","SUSPECTS_ACTIONS_LOOKOUT_FLAG","SUSPECTS_ACTIONS_OTHER_FLAG","SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG","SEARCH_BASIS_ADMISSION_FLAG","SEARCH_BASIS_CONSENT_FLAG","SEARCH_BASIS_HARD_OBJECT_FLAG","SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG","SEARCH_BASIS_OTHER_FLAG","SEARCH_BASIS_OUTLINE_FLAG","DEMEANOR_OF_PERSON_STOPPED","SUSPECT_REPORTED_AGE","SUSPECT_SEX","SUSPECT_RACE_DESCRIPTION","SUSPECT_HEIGHT","SUSPECT_WEIGHT","SUSPECT_BODY_BUILD_TYPE","SUSPECT_EYE_COLOR","SUSPECT_HAIR_COLOR","STOP_LOCATION_PRECINCT","SUSPECT_ARRESTED_FLAG"
"2285",20,895,"April","Thursday","Based_on_Radio_Run","POM","SGT","PSB",10,"CPW",1,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","EXCITED",27,"FEMALE","BLACK",5.5,130,"THN","BLK","BRO",67,"N"
"2286",7,847,"July","Friday","Based_on_Self_Initiated","POM","SSA","PSB",1,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",5,"Y","Y","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","CRIMINAL SALE OF CONTROLLED SUBSTANCE",16,"MALE","BLACK_HISPANIC",5.1,160,"THN","BLK","BLK",66,"N"
"2287",7,847,"July","Friday","Based_on_Self_Initiated","POM","SSA","PSB",1,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",5,"Y","Y","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","CRIMINAL SALE OF CONTROLLED SUBSTANCE",21,"MALE","BLACK_HISPANIC",5.8,190,"MED","BLK","BLK",66,"N"
"2288",7,847,"July","Friday","Based_on_Self_Initiated","POM","SSA","PSB",1,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",5,"Y","Y","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","CRIMINAL SALE OF CONTROLLED SUBSTANCE",20,"MALE","BLACK_HISPANIC",9.11,170,"THN","BRO","BLK",66,"N"
"2289",5,860,"December","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",5,"CPSP",15,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPSP",55,"MALE","BLACK",5.9,180,"MED","BRO","BLK",77,"N"
"2290",12,858,"December","Tuesday","Based_on_Radio_Run","POF","LT","PSB",1,"BURGLARY",13,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","COMPLIANT",14,"MALE","BLACK",5.6,130,"THN","BRO","XXX",63,"N"
"2291",12,858,"December","Tuesday","Based_on_Radio_Run","POM","LT","PSB",1,"BURGLARY",13,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","COMPLIANT",15,"MALE","BLACK",5.6,130,"THN","BRO","BLK",63,"N"
"2292",13,890,"March","Monday","Based_on_Radio_Run","POF","SGT","PSB",0,"CPW",2,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",25,"MALE","BLACK",5.7,140,"THN","BRO","BLK",70,"N"
"2293",13,890,"March","Monday","Based_on_Radio_Run","POF","SGT","PSB",0,"CPW",2,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",25,"MALE","BLACK",6.1,170,"MED","BRO","BLK",70,"N"
"2294",11,845,"May","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",2,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","Y","N","N","N","N","CPW",45,"MALE","BLACK",5.11,150,"THN","BRO","BLK",77,"N"
"2295",18,893,"January","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"PETIT_LARCENY",7,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","PETIT LARCENY",48,"MALE","WHITE",5.3,225,"HEA","BRO","BLD",121,"N"
"2296",3,901,"January","Tuesday","Based_on_Radio_Run","SGT","LT","PSB",3,"CRIMINAL_TRESPASS",10,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","IRATE",40,"MALE","WHITE",5.9,180,"MED",NA,"XXX",111,"N"
"2297",26,936,"July","Wednesday","Based_on_Radio_Run","POM","LT","PSB",1536,"CPW",153,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CPW",50,"MALE","BLACK",5.1,210,"THN","BRO","BLK",77,"N"
"2298",6,845,"September","Wednesday","Based_on_C_W_on_Scene","POM","SGT","Other",5,"CRIMINAL_TRESPASS",5,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","NERVOUS",31,"MALE","WHITE_HISPANIC",5.3,150,"THN","BRO","BLK",5,"Y"
"2299",26,886,"February","Sunday","Based_on_Radio_Run","POF","SGT","PSB",1,"GRAND_LARCENY",1,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","GRAND LARCENY",23,"FEMALE","BLACK",5.6,120,"THN","BLK","XXX",40,"Y"
"2300",2,983,"January","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ROBBERY",50,"MALE","WHITE",6.1,195,"MED","BRO","BLK",120,"N"
"2301",14,898,"January","Saturday","Based_on_Radio_Run","POM","SGT","PSB",0,"PETIT_LARCENY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","PETIT LARCENY",53,"MALE","WHITE_HISPANIC",5.3,140,"THN","BRO","BRO",90,"N"
"2302",28,897,"January","Saturday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",7,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","CPW",37,"MALE","BLACK_HISPANIC",6.1,180,"MED","BRO","BLK",24,"N"
"2303",4,884,"January","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","UPSET",17,"MALE","BLACK",6,180,"THN","BRO","BLK",120,"N"
"2304",4,849,"June","Sunday","Based_on_Radio_Run","POM","SGT","Housing",1,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",5,"Y","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","UNDERSTANDING",25,"MALE","BLACK",6.2,185,"THN","BLK","BLK",42,"N"
"2305",6,860,"February","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",20,"Y","N","N","N","S","V","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","CALM",29,"MALE","WHITE_HISPANIC",6,150,"THN","BRO","BRO",121,"Y"
"2306",9,870,"March","Thursday","Based_on_Self_Initiated","POM","SGT","PSB",2,"ASSAULT",5,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","NERVOUS",32,"MALE","WHITE_HISPANIC",5.6,145,"THN","BRO","BLK",33,"N"
"2307",11,850,"January","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",5,"BURGLARY",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CALM",36,"MALE","BLACK",5.1,190,"MED","BLK","BLK",61,"N"
"2308",15,924,"January","Sunday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",2,"Y","N","N","N","S","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",39,"MALE","BLACK",6,215,"HEA","BRO","BLK",32,"N"
"2309",26,881,"August","Saturday","Based_on_Radio_Run","POM","SGT","PSB",3,"ROBBERY",9,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ROBBERY",37,"MALE","BLACK",6.1,200,"MED","BRO","BLK",88,"N"
"2310",11,820,"November","Saturday","Based_on_Radio_Run","POM","SGT","PSB",2,"GRAND_LARCENY_AUTO",7,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","GRAND LARCENY AUTO",30,"MALE","BLACK",5.7,140,"THN","BRO","BLK",41,"N"
"2311",3,875,"April","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",10,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","Y","N","N","N","N","CALM AND CONFUSED",19,"MALE","BLACK",5.11,150,"THN","BRO","BLK",77,"N"
"2312",16,845,"June","Friday","Based_on_Self_Initiated","POM","SGT","Transit",1,"CPW",5,"Y","N","Y","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","Y","Y","Y","Y","N","N","CPW",30,"MALE","BLACK",5.5,250,"HEA","BRO","BLD",13,"Y"
"2313",26,838,"May","Friday","Based_on_Radio_Run","SGT","LT","PSB",1,"ASSAULT",9,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","N","Y","N","N","CALM",15,"MALE","BLACK",5.9,145,"MED","BRO","BLK",111,"Y"
"2314",11,875,"September","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","Y","N","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","CPW",43,"MALE","BLACK",6.6,260,"HEA","BRO","BLD",101,"N"
"2315",7,910,"February","Tuesday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"GRAND_LARCENY",25,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","NORMAL",23,"MALE","BLACK",5.1,140,"MED","BRO","BLK",7,"N"
"2316",24,896,"January","Tuesday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"BURGLARY",10,"Y","N","N","N","S","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","NERVOUS",15,"MALE","WHITE",5.8,120,"THN","BRO","BRO",114,"N"
"2317",28,905,"January","Saturday","Based_on_Radio_Run","POM","SGT","PSB",1,"CRIMINAL_TRESPASS",10,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","HIGHLY ANNOYED",35,"MALE","WHITE_HISPANIC",5.9,180,"MED","BRO","BLK",23,"N"
"2318",21,741,"July","Friday","Based_on_Self_Initiated","POM","SSA","PSB",3,"OTHER",20,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","OTHER",30,"MALE","BLACK",5.1,180,"MED","BRO","BLK",71,"N"
"2319",29,882,"March","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",2,"CPW",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","RESPECTFUL",23,"MALE","BLACK",5.8,165,"THN","BRO","BLK",77,"N"
"2320",29,882,"March","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",2,"CPW",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","RESPECTFUL",40,"MALE","BLACK",5.9,180,"THN","BRO","BLK",77,"N"
"2321",17,840,"February","Friday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",7,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",51,"MALE","BLACK",5.9,140,"THN","BLK","BLK",88,"N"
"2322",4,855,"May","Thursday","Based_on_Self_Initiated","POM","SGT","Other",0,"CRIMINAL_TRESPASS",10,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","CRIMINAL TRESPASS",29,"MALE","ASIAN_PAC.ISL",5.4,140,"THN","BRO","BLK",5,"Y"
"2323",28,877,"November","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",36,"MALE","BLACK",5.7,170,"THN","BRO","BLK",48,"N"
"2324",6,855,"September","Wednesday","Based_on_Self_Initiated","POM","SGT","Transit",1,"CPW",5,"Y","N","Y","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","Y","Y","Y","Y","N","N","CPW",32,"MALE","BLACK",5.6,140,"THN","BRO","BLK",13,"Y"
"2325",7,840,"October","Saturday","Based_on_Self_Initiated","POM","SGT","PSB",50,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",15,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","UPSET",20,"FEMALE","BLACK",5.7,210,"HEA","BRO","BLK",14,"N"
"2326",7,840,"October","Saturday","Based_on_Self_Initiated","POM","SGT","PSB",50,"CRIMINAL_POSSESSION_OF_CONTROLLED_SUBSTANCE",15,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","NERVOUS",20,"FEMALE","BLACK",5.6,240,"HEA","BRO","BLK",14,"N"
"2327",10,840,"April","Monday","Based_on_Self_Initiated","POM","SGT","Transit",1,"CPW",10,"Y","N","N","N","S","V","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","Y","N","Y","N","N","Y","CPW",27,"FEMALE","BLACK_HISPANIC",5.2,175,"MED","BRO","BRO",13,"N"
"2328",22,950,"February","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",2,"CPW",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CPW",14,"MALE","BLACK",5.8,144,"THN","BRO","BLK",60,"N"
"2329",22,950,"February","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",2,"CPW",15,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CPW",17,"MALE","WHITE",5.9,140,"THN","BRO","BRO",60,"N"
"2330",2,1011,"January","Monday","Based_on_Radio_Run","POM","SGT","PSB",5,"MENACING",20,"Y","N","Y","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","MENACING",51,"MALE","WHITE_HISPANIC",5.6,188,"THN","BRO","BLK",40,"N"
"2331",18,870,"April","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","CPW",35,"MALE","WHITE_HISPANIC",5.6,200,"HEA","BRO","BLK",52,"N"
"2332",6,923,"September","Wednesday","Based_on_Radio_Run","POM","SGT","Housing",1523,"CRIMINAL_TRESPASS",153,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL TRESPASS",38,"MALE","BLACK",5.1,220,"HEA","BRO","BLK",79,"N"
"2333",6,923,"September","Wednesday","Based_on_Radio_Run","POM","SGT","Housing",1523,"CRIMINAL_TRESPASS",153,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRYING",36,"FEMALE","BLACK",5.8,130,"MED","BRO","BLK",79,"N"
"2334",12,840,"June","Monday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"ASSAULT",5,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","UPSET",22,"MALE","BLACK_HISPANIC",5.7,150,"THN","BRO","BLK",121,"N"
"2335",10,820,"November","Friday","Based_on_Self_Initiated","POM","SGT","Transit",1,"CPW",5,"Y","N","Y","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","Y","Y","Y","Y","N","N","EASY GOING",44,"MALE","WHITE_HISPANIC",5.5,140,"THN","BRO","BLK",13,"Y"
"2336",7,908,"February","Tuesday","Based_on_Radio_Run","POF","LT","PSB",0,"ASSAULT",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","STOPPED MALE WAS CALM AFTER THE STOP",20,"MALE","BLACK",5.6,160,"MED","BRO","BLK",81,"N"
"2337",20,903,"January","Friday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"OTHER",10,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","OTHER",52,"MALE","BLACK",5.9,197,"MED","BRO","BRO",104,"N"
"2338",30,945,"March","Thursday","Based_on_Radio_Run","POM","LT","PSB",45,"BURGLARY",3,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",25,"MALE","BLACK",6,160,"THN","BRO","BLK",72,"N"
"2339",7,870,"December","Thursday","Based_on_Radio_Run","POM","SGT","PSB",5,"MENACING",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","MENACING",15,"MALE","BLACK_HISPANIC",4.9,120,"THN","BRO","BLK",52,"N"
"2340",23,970,"November","Thursday","Based_on_C_W_on_Scene","POF","SGT","Transit",1,"PETIT_LARCENY",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","PETIT LARCENY",16,"FEMALE","BLACK",5.3,125,"THN","BRO","BLK",14,"N"
"2341",10,821,"August","Thursday","Based_on_Radio_Run","POM","LT","PSB",2,"PETIT_LARCENY",25,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","SUPRISED",28,"FEMALE","BLACK",5.7,125,"THN","BRO","BLK",104,"Y"
"2342",10,835,"August","Thursday","Based_on_Radio_Run","POM","LT","PSB",2,"PETIT_LARCENY",25,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","PETIT LARCENY",31,"MALE","BLACK",5.1,180,"MED","BRO","BLD",104,"Y"
"2343",29,800,"April","Saturday","Based_on_C_W_on_Scene","POM","SGT","PSB",0,"PETIT_LARCENY",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","PETIT LARCENY",33,"FEMALE","WHITE",5.6,140,"MED","BRO","BLD",123,"N"
"2344",1,767,"January","Sunday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",64,"MALE","BLACK",5.1,170,"MED","BRO","BLK",19,"N"
"2345",5,900,"March","Sunday","Based_on_C_W_on_Scene","POM","SGT","Transit",3,"ROBBERY",30,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","ROBBERY",34,"MALE","BLACK",5.7,150,"THN","BLK","BLD",25,"N"
"2346",14,884,"July","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",10,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","HIGHLY IRATE",26,"MALE","BLACK",5.7,170,"MED","BRO","BLK",41,"N"
"2347",8,886,"November","Wednesday","Based_on_Radio_Run","POM","LT","PSB",2,"PETIT_LARCENY",22,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","PETIT LARCENY",35,"MALE","WHITE_HISPANIC",5.9,150,"THN","BRO","BRO",112,"Y"
"2348",12,885,"September","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",2,"BURGLARY",10,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","Y","N","Y","N","N","Y","N","Y","N","N","N","N","N","N","CONFUSED AND NERVOUS",36,"MALE","WHITE",5.11,175,"THN","BRO","BRO",49,"Y"
"2349",5,774,"July","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",0,"CRIMINAL_MISCHIEF",14,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CRIMINAL MISCHIEF",15,"MALE","WHITE_HISPANIC",5.2,130,"THN","BRO","BRO",84,"N"
"2350",5,774,"July","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",0,"CRIMINAL_MISCHIEF",14,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CRIMINAL MISCHIEF",15,"MALE","BLACK",5.5,140,"THN","BRO","BLK",84,"N"
"2351",5,774,"July","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",0,"CRIMINAL_MISCHIEF",14,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CRIMINAL MISCHIEF",15,"MALE","BLACK",5.1,130,"THN","BRO","BRO",84,"N"
"2352",5,855,"April","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",15,"MALE","BLACK",5.11,200,"U","BRO","BLK",62,"N"
"2353",2,880,"October","Monday","Based_on_C_W_on_Scene","POF","SGT","PSB",1,"BURGLARY",10,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",15,"MALE","BLACK",5.5,135,"THN","BRO","BLK",114,"N"
