"","STOP_FRISK_DOM","STOP_FRISK_TIME_MINUTES","MONTH2","DAY2","STOP_WAS_INITIATED","ISSUING_OFFICER_RANK","SUPERVISING_OFFICER_RANK","JURISDICTION_DESCRIPTION","OBSERVED_DURATION_MINUTES","SUSPECTED_CRIME_DESCRIPTION","STOP_DURATION_MINUTES","OFFICER_EXPLAINED_STOP_FLAG","OTHER_PERSON_STOPPED_FLAG","OFFICER_IN_UNIFORM_FLAG","ID_CARD_IDENTIFIES_OFFICER_FLAG","SHIELD_IDENTIFIES_OFFICER_FLAG","VERBAL_IDENTIFIES_OFFICER_FLAG","FRISKED_FLAG","SEARCHED_FLAG","OTHER_CONTRABAND_FLAG","FIREARM_FLAG","KNIFE_CUTTER_FLAG","OTHER_WEAPON_FLAG","WEAPON_FOUND_FLAG","PHYSICAL_FORCE_CEW_FLAG","PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG","PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG","PHYSICAL_FORCE_OC_SPRAY_USED_FLAG","PHYSICAL_FORCE_OTHER_FLAG","PHYSICAL_FORCE_RESTRAINT_USED_FLAG","PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG","PHYSICAL_FORCE_WEAPON_IMPACT_FLAG","BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG","BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG","SUSPECTS_ACTIONS_CASING_FLAG","SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG","SUSPECTS_ACTIONS_DECRIPTION_FLAG","SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG","SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG","SUSPECTS_ACTIONS_LOOKOUT_FLAG","SUSPECTS_ACTIONS_OTHER_FLAG","SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG","SEARCH_BASIS_ADMISSION_FLAG","SEARCH_BASIS_CONSENT_FLAG","SEARCH_BASIS_HARD_OBJECT_FLAG","SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG","SEARCH_BASIS_OTHER_FLAG","SEARCH_BASIS_OUTLINE_FLAG","DEMEANOR_OF_PERSON_STOPPED","SUSPECT_REPORTED_AGE","SUSPECT_SEX","SUSPECT_RACE_DESCRIPTION","SUSPECT_HEIGHT","SUSPECT_WEIGHT","SUSPECT_BODY_BUILD_TYPE","SUSPECT_EYE_COLOR","SUSPECT_HAIR_COLOR","STOP_LOCATION_PRECINCT","SUSPECT_ARRESTED_FLAG"
"6355",29,1305,"November","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",5,"Y","N","N","N","S","V","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","CPW",34,"MALE","BLACK",5.8,220,"MED","BLK","BLK",44,"Y"
"6356",19,200,"October","Thursday","Based_on_Self_Initiated","POF","SGT","PSB",0,"CPW",2,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","CPW",26,"MALE","WHITE_HISPANIC",5.9,180,"MED","BRO","BRO",46,"N"
"6357",12,990,"September","Tuesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CRIMINAL_POSSESSION_OF_MARIHUANA",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","NORMAL",18,"MALE","BLACK",5.11,160,"THN","BRO","BLK",47,"N"
"6358",2,1020,"February","Thursday","Based_on_Self_Initiated","POM","SGT","Housing",3,"CRIMINAL_TRESPASS",5,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","CRIMINAL TRESPASS",32,"MALE","WHITE",5.9,210,"MED","BRO","BLK",60,"Y"
"6359",31,1400,"October","Tuesday","Based_on_Self_Initiated","POM","SGT","PSB",5,"CPW",5,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","NERVOUS",15,"MALE","BLACK",5.5,145,"MED","BRO","BLK",71,"N"
"6360",19,1000,"September","Tuesday","Based_on_Self_Initiated","POM","LT","Housing",5,"CPW",20,"Y","N","N","N","S","N","N","N","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",43,"FEMALE","BLACK",5.5,120,"XXX","BRO","BLK",73,"Y"
"6361",16,1345,"November","Thursday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CPW",3,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","NERVOUS",17,"MALE","BLACK",5.1,185,"MED","BRO","BLK",79,"N"
"6362",24,1378,"November","Friday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CPW",1,"Y","N","N","N","N","V","Y","Y","Y","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","NERVOUS",26,"MALE","BLACK",6.2,170,"MED","BRO","BLK",79,"Y"
"6363",3,826,"January","Tuesday","Based_on_C_W_on_Scene","POM","LT","PSB",1,"CRIMINAL_TRESPASS",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","UNCOOPERATIVE",24,"MALE","BLACK",5.11,180,"MED","BRO","BLK",81,"N"
"6364",21,1254,"June","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",1,"Y","N","N","N","N","V","Y","Y","N","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","CPW",19,"MALE","BLACK",5.11,185,"MED","BRO","BLK",81,"Y"
"6365",14,25,"January","Saturday","Based_on_Self_Initiated","POM","SGT","PSB",1,"BURGLARY",10,"Y","N","N","N","S","V","Y","Y","Y","N","Y","N","Y","N","N","N","N","N","N","Y","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","N","SUSPICIOUS",37,"MALE","WHITE_HISPANIC",5.1,170,"MED","BRO","BRO",83,"Y"
"6366",7,30,"October","Saturday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"CPW",10,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",28,"MALE","BLACK",5.1,180,"MED","BRO","BLK",83,"N"
"6367",18,960,"January","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",5,"UNAUTHORIZED_USE_OF_A_VEHICLE",5,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","UNAUTHORIZED USE OF A VEHICLE",36,"MALE","BLACK",5.11,190,"MED","BRO","BLK",88,"N"
"6368",28,780,"February","Tuesday","Based_on_Self_Initiated","POM","SGT","PSB",9,"ROBBERY",9,"Y","Y","N","N","S","V","Y","Y","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","Y","N","N","N","ROBBERY",16,"MALE","BLACK",5.8,155,"THN","BRO","BLK",110,"N"
"6369",10,1345,"August","Thursday","Based_on_Self_Initiated","POM","SGT","PSB",5,"CRIMINAL_POSSESSION_OF_CONTROLLED_SUBSTANCE",40,"Y","N","N","N","S","V","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","NERVOUS, COMBATIVE, AND TOOK OFF RUNNING.",40,"MALE","BLACK",5.5,153,"U","BRO","BLK",115,"Y"
"6370",4,1020,"July","Tuesday","Based_on_Self_Initiated","POM","LT","PSB",10,"BURGLARY",5,"Y","Y","N","I","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CALM",15,"MALE","BLACK",6.1,150,"MED","BLK","BLK",123,"N"
"6371",21,920,"January","Saturday","Based_on_Radio_Run","POM","LT","Transit",1,"ASSAULT",10,"Y","N","Y","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","CALM",21,"MALE","BLACK",5.9,130,"THN","BRO","BLK",73,"N"
"6372",22,354,"January","Sunday","Based_on_Radio_Run","POM","SGT","Transit",2,"MENACING",5,"Y","N","Y","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","MENACING",42,"MALE","WHITE_HISPANIC",5.11,220,"MED","BRO","BLK",83,"Y"
"6373",7,1115,"July","Friday","Based_on_Radio_Run","POM","SGT","Housing",1,"ASSAULT",5,"Y","N","Y","N","N","N","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","Y","N","N","N","CALM",40,"MALE","WHITE_HISPANIC",5.5,160,"MED","BRO","BLK",78,"Y"
"6374",8,1100,"February","Wednesday","Based_on_Self_Initiated","POM","LT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","UNDERSTANDING",45,"MALE","BLACK",6.1,250,"U","BRO","BLK",79,"N"
"6375",1,10,"December","Friday","Based_on_Self_Initiated","POM","SGT","PSB",2,"PETIT_LARCENY",10,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","PETIT LARCENY",50,"MALE","WHITE_HISPANIC",5.6,140,"MED","BLK","XXX",18,"Y"
"6376",7,80,"January","Saturday","Based_on_Self_Initiated","POM","LT","PSB",1,"BURGLARY",5,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","UNDERSTANDING",19,"MALE","BLACK",5.8,160,"U","BRO","BLK",48,"N"
"6377",24,43,"March","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","ROBBERY",33,"MALE","BLACK",6.1,250,"HEA","BRO","BLK",84,"Y"
"6378",18,118,"September","Monday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"GRAND_LARCENY",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","GRAND LARCENY",33,"MALE","WHITE",5.7,130,"THN","GRN","BRO",60,"N"
"6379",24,593,"April","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ASSAULT",16,"MALE","WHITE_HISPANIC",5.8,150,"MED","BRO","BLK",26,"N"
"6380",8,1250,"August","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",7,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","ROBBERY",17,"MALE","BLACK",5.6,150,"THN","BRO","BLK",47,"Y"
"6381",20,1155,"July","Thursday","Based_on_Self_Initiated","POM","SGT","PSB",2,"OTHER",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","OTHER",20,"MALE","BLACK",5.9,160,"THN","BRO","BLK",73,"N"
"6382",28,1255,"January","Saturday","Based_on_Radio_Run","POM","SGT","Housing",1,"ASSAULT",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CALM",14,"MALE","BLACK",5.6,120,"THN","BRO","BLK",88,"N"
"6383",26,380,"August","Saturday","Based_on_Radio_Run","POF","SGT","PSB",2,"ASSAULT",24,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","HIGH VOICE , ANGRY",21,"FEMALE","BLACK_HISPANIC",6.1,160,"MED","BRO","RED",110,"N"
"6384",7,1110,"December","Thursday","Based_on_Self_Initiated","DT3","SGT","PSB",1,"CRIMINAL_POSSESSION_OF_CONTROLLED_SUBSTANCE",10,"Y","Y","N","N","S","V","Y","Y","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","Y","N","N","UNCOOPERATIVE AND ATTEMPTING TO STUFF NARCOTICS IN",33,"MALE","WHITE_HISPANIC",5.7,180,"MED","BRO","BLK",110,"Y"
"6385",7,1110,"December","Thursday","Based_on_Self_Initiated","DT3","SGT","PSB",1,"UNAUTHORIZED_USE_OF_A_VEHICLE",10,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","UNAUTHORIZED USE OF A VEHICLE",38,"MALE","WHITE_HISPANIC",6.1,290,"HEA","BRO","BLK",110,"N"
"6386",7,1110,"December","Thursday","Based_on_Self_Initiated","DT3","SGT","PSB",1,"UNAUTHORIZED_USE_OF_A_VEHICLE",10,"Y","Y","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","UNAUTHORIZED USE OF A VEHICLE",37,"MALE","WHITE_HISPANIC",5.1,160,"MED","BRO","BLK",110,"N"
"6387",7,1110,"December","Thursday","Based_on_Self_Initiated","DT3","SGT","PSB",1,"UNAUTHORIZED_USE_OF_A_VEHICLE",10,"Y","Y","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","UNAUTHORIZED USE OF A VEHICLE",28,"MALE","WHITE_HISPANIC",5.11,185,"THN","BRO","BLK",110,"N"
"6388",30,81,"July","Sunday","Based_on_Radio_Run","POF","SGT","PSB",2,"CPW",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",23,"FEMALE","BLACK_HISPANIC",5.6,160,"HEA","BRO","BLK",33,"N"
"6389",8,205,"March","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"OTHER",5,"Y","N","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","OTHER",33,"MALE","BLACK",5.8,150,"THN","BRO","BLK",44,"Y"
"6390",10,1170,"November","Friday","Based_on_C_W_on_Scene","POM","SGT","Transit",1,"MENACING",1,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","MENACING",61,"MALE","BLACK",5.8,150,"MED","BRO","BLK",7,"N"
"6391",28,1130,"March","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CALM",16,"MALE","BLACK",5.1,145,"THN","BRO","BLK",79,"N"
"6392",24,1382,"February","Friday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"ROBBERY",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",25,"MALE","BLACK_HISPANIC",5.1,200,"MED","BRO","BRO",43,"N"
"6393",1,1277,"April","Saturday","Based_on_Radio_Run","POM","SGT","PSB",2,"CPW",5,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CPW",34,"MALE","BLACK",5.4,130,"U","BRO","BLK",46,"N"
"6394",4,7,"July","Tuesday","Based_on_Radio_Run","POM","SSA","PSB",1,"CPW",18,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","CPW",25,"MALE","BLACK",6.1,280,"HEA","BRO","BLK",75,"N"
"6395",4,7,"July","Tuesday","Based_on_Radio_Run","POM","SSA","PSB",1,"CPW",18,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","CPW",24,"MALE","WHITE_HISPANIC",5.4,170,"MED","BRO","BLK",75,"N"
"6396",4,7,"July","Tuesday","Based_on_Radio_Run","POM","SSA","PSB",1,"CPW",18,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","CPW",25,"MALE","BLACK",6.1,185,"MED","BRO","BLK",75,"N"
"6397",8,60,"August","Tuesday","Based_on_Radio_Run","POM","LT","PSB",1,"CPW",20,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",20,"MALE","WHITE_HISPANIC",5.8,200,"HEA","BRO","BLK",47,"N"
"6398",3,1110,"August","Thursday","Based_on_Radio_Run","POF","SSA","PSB",1,"CPW",5,"Y","N","N","N","N","V","Y","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","NA",23,"MALE","BLACK",6.2,165,"THN","BRO","BLK",79,"N"
"6399",28,1024,"March","Tuesday","Based_on_Self_Initiated","POM","LT","PSB",2,"OTHER",5,"Y","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","OTHER",31,"MALE","WHITE_HISPANIC",5.1,180,"MED","BRO","BLK",25,"Y"
"6400",10,1415,"August","Thursday","Based_on_Radio_Run","POM","LT","PSB",1,"OTHER",2,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","OTHER",33,"MALE","WHITE_HISPANIC",5.7,160,"THN","BRO","BLK",108,"Y"
"6401",4,895,"May","Thursday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","NERVOUSE",27,"MALE","WHITE_HISPANIC",5.9,160,"THN","BRO","BLK",44,"Y"
"6402",21,1411,"September","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",4,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",17,"MALE","WHITE_HISPANIC",5.6,140,"MED","BRO","BLK",9,"Y"
"6403",26,1085,"July","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",36,"MALE","BLACK",6.1,200,"THN","BRO","BLK",103,"N"
"6404",5,935,"June","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",1,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","NORMAL",26,"MALE","BLACK",5.1,135,"THN","BRO","BLK",79,"N"
"6405",11,765,"May","Thursday","Based_on_Self_Initiated","POM","SGT","PSB",5,"BURGLARY",5,"Y","N","N","N","S","V","Y","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","CALM",29,"MALE","WHITE",6.3,250,"HEA","BRO","BLK",102,"Y"
"6406",27,1107,"May","Saturday","Based_on_Radio_Run","POF","SGT","PSB",2,"ROBBERY",12,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",18,"MALE","BLACK",5.8,155,"MED","BLK","BLK",13,"N"
"6407",5,1385,"November","Sunday","Based_on_Radio_Run","POM","SGT","PSB",1,"OTHER",10,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","SWEATING PROFUSELY",21,"MALE","BLACK",6.2,220,"MED","BRO","BLK",52,"Y"
"6408",25,118,"April","Tuesday","Based_on_C_W_on_Scene","POF","SGT","Housing",3,"CRIMINAL_TRESPASS",5,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",49,"MALE","BLACK",6.2,200,"HEA","BRO","BRO",40,"Y"
"6409",28,486,"April","Friday","Based_on_Radio_Run","POM","SGT","PSB",0,"CRIMINAL_TRESPASS",22,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CRIMINAL TRESPASS",30,"MALE","WHITE",5.8,170,"XXX","BRO","BLK",68,"N"
"6410",18,813,"March","Saturday","Based_on_C_W_on_Scene","POF","SGT","Housing",1,"CRIMINAL_POSSESSION_OF_MARIHUANA",10,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","FINE",24,"MALE","BLACK",5.8,170,"MED","BRO","BLK",23,"N"
"6411",18,813,"March","Saturday","Based_on_C_W_on_Scene","POF","SGT","Housing",1,"CRIMINAL_POSSESSION_OF_MARIHUANA",10,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CRIMINAL POSSESSION OF MARIHUANA",30,"MALE","BLACK",5.1,165,"THN","BRO","BLK",23,"N"
"6412",5,1430,"October","Thursday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CRIMINAL_TRESPASS",12,"Y","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","NERVOUS",50,"MALE","BLACK",5.9,165,"MED","BRO","XXX",79,"Y"
"6413",3,720,"October","Tuesday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"CPW",2,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","Y","N","Y","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","CPW",30,"MALE","BLACK_HISPANIC",5.7,185,"MED","BRO","BLK",44,"N"
"6414",11,1340,"August","Friday","Based_on_Self_Initiated","POM","SGT","PSB",1,"OTHER",1,"Y","Y","Y","N","N","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","OTHER",30,"MALE","BLACK_HISPANIC",5.6,185,"MED","BRO","BRO",49,"Y"
"6415",20,1115,"August","Sunday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"GRAND_LARCENY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","VIOLENT",49,"MALE","BLACK",5.9,260,"HEA","BRO","BLD",78,"N"
"6416",2,30,"January","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"GRAND_LARCENY_AUTO",13,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","UPSET",24,"MALE","BLACK_HISPANIC",5.11,200,"U","BRO","BRO",114,"N"
"6417",3,634,"January","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",2,"CPW",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","CPW",30,"MALE","WHITE_HISPANIC",6,195,"XXX","BRO","BRO",42,"N"
"6418",3,1066,"January","Tuesday","Based_on_Radio_Run","POF","SGT","PSB",1,"ROBBERY",8,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","ROBBERY",64,"MALE","BLACK",5.5,160,"THN","BRO","XXX",73,"Y"
"6419",5,1125,"January","Thursday","Based_on_Radio_Run","POM","SGT","Housing",1,"ROBBERY",3,"Y","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",20,"MALE","BLACK",6.1,145,"THN","BRO","BLK",23,"N"
"6420",5,1125,"January","Thursday","Based_on_Radio_Run","POM","SGT","Housing",1,"ROBBERY",3,"Y","Y","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",24,"MALE","BLACK",5.9,150,"MED","BRO","BLK",23,"N"
"6421",5,1125,"January","Thursday","Based_on_Radio_Run","POM","SGT","Housing",1,"ROBBERY",3,"Y","Y","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",20,"FEMALE","BLACK",5.3,140,"THN","BRO","BLK",23,"N"
"6422",5,1125,"January","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",5,"Y","Y","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",24,"MALE","BLACK",5.7,165,"MED","BRO","BLK",23,"N"
