"","STOP_FRISK_DOM","STOP_FRISK_TIME_MINUTES","MONTH2","DAY2","STOP_WAS_INITIATED","ISSUING_OFFICER_RANK","SUPERVISING_OFFICER_RANK","JURISDICTION_DESCRIPTION","OBSERVED_DURATION_MINUTES","SUSPECTED_CRIME_DESCRIPTION","STOP_DURATION_MINUTES","OFFICER_EXPLAINED_STOP_FLAG","OTHER_PERSON_STOPPED_FLAG","OFFICER_IN_UNIFORM_FLAG","ID_CARD_IDENTIFIES_OFFICER_FLAG","SHIELD_IDENTIFIES_OFFICER_FLAG","VERBAL_IDENTIFIES_OFFICER_FLAG","FRISKED_FLAG","SEARCHED_FLAG","OTHER_CONTRABAND_FLAG","FIREARM_FLAG","KNIFE_CUTTER_FLAG","OTHER_WEAPON_FLAG","WEAPON_FOUND_FLAG","PHYSICAL_FORCE_CEW_FLAG","PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG","PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG","PHYSICAL_FORCE_OC_SPRAY_USED_FLAG","PHYSICAL_FORCE_OTHER_FLAG","PHYSICAL_FORCE_RESTRAINT_USED_FLAG","PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG","PHYSICAL_FORCE_WEAPON_IMPACT_FLAG","BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG","BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG","SUSPECTS_ACTIONS_CASING_FLAG","SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG","SUSPECTS_ACTIONS_DECRIPTION_FLAG","SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG","SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG","SUSPECTS_ACTIONS_LOOKOUT_FLAG","SUSPECTS_ACTIONS_OTHER_FLAG","SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG","SEARCH_BASIS_ADMISSION_FLAG","SEARCH_BASIS_CONSENT_FLAG","SEARCH_BASIS_HARD_OBJECT_FLAG","SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG","SEARCH_BASIS_OTHER_FLAG","SEARCH_BASIS_OUTLINE_FLAG","DEMEANOR_OF_PERSON_STOPPED","SUSPECT_REPORTED_AGE","SUSPECT_SEX","SUSPECT_RACE_DESCRIPTION","SUSPECT_HEIGHT","SUSPECT_WEIGHT","SUSPECT_BODY_BUILD_TYPE","SUSPECT_EYE_COLOR","SUSPECT_HAIR_COLOR","STOP_LOCATION_PRECINCT","SUSPECT_ARRESTED_FLAG"
"1",16,866,"January","Monday","Based_on_Self_Initiated","SGT","SGT","PSB",10,"TERRORISM",90,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","TERRORISM",39,"MALE","BLACK",5.8,130,"THN","BRO","BLK",1,"N"
"2",16,866,"January","Monday","Based_on_Self_Initiated","SGT","SGT","PSB",10,"TERRORISM",90,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","TERRORISM",37,"MALE","BLACK",5.8,140,"MED","BRO","BLK",1,"N"
"3",8,670,"February","Wednesday","Based_on_C_W_on_Scene","POM","SGT","Transit",1,"OTHER",40,"Y","N","N","I","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","OTHER",17,"FEMALE","WHITE",6.2,180,"THN","BRO","BRO",1,"N"
"4",20,695,"February","Monday","Based_on_Self_Initiated","POM","SGT","PSB",2,"GRAND_LARCENY_AUTO",40,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","GRAND LARCENY AUTO",31,"MALE","BLACK_HISPANIC",5.1,190,"U","BLU","BLD",1,"N"
"5",21,800,"February","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",60,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","BURGLARY",17,"FEMALE","BLACK",5,100,"THN","BLK","BLK",1,"N"
"6",17,1285,"February","Friday","Based_on_C_W_on_Scene","POM","LT","PSB",2,"CPW",10,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","CPW",39,"MALE","WHITE_HISPANIC",5.11,180,"MED","BRO","BRO",1,"Y"
"7",25,1200,"February","Saturday","Based_on_Radio_Run","POM","SGT","Transit",1958,"CPW",3,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",19,"FEMALE","BLACK",5.5,115,"THN","BLK","BLK",1,"N"
"8",25,1198,"February","Saturday","Based_on_Radio_Run","POM","SGT","Transit",1,"CPW",3,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","N","Y","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","Y","N","NORMAL",15,"FEMALE","BLACK",5.4,110,"THN","BRO","BRO",1,"N"
"9",21,795,"February","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",20,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","Y","N","N","N","N","PLEASANT",43,"MALE","BLACK",6.2,250,"HEA","BLK","BLD",1,"N"
"10",3,496,"March","Friday","Based_on_C_W_on_Scene","POM","SGT","PSB",0,"CRIMINAL_MISCHIEF",3,"Y","N","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","NERVOUS",33,"MALE","BLACK",5.7,155,"THN","BRO","BLK",1,"Y"
"11",16,1124,"March","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"ASSAULT",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",31,"MALE","BLACK",5.11,175,"THN","BLK","XXX",1,"N"
"12",16,1350,"March","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"ROBBERY",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ROBBERY",47,"MALE","WHITE_HISPANIC",5.7,150,"THN","BRO","BLK",1,"N"
"13",31,285,"March","Friday","Based_on_Radio_Run","POM","SGT","Transit",1,"CPW",3,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","CPW",19,"MALE","BLACK",6.1,170,"THN","BRO","BLK",1,"N"
"14",2,1110,"April","Sunday","Based_on_Self_Initiated","POM","SGT","PSB",2,"CRIMINAL_MISCHIEF",10,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL MISCHIEF",18,"MALE","WHITE",6,180,"MED","BRO","BRO",1,"N"
"15",2,0,"April","Sunday","Based_on_Self_Initiated","POM","SGT","PSB",2,"CRIMINAL_MISCHIEF",10,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL MISCHIEF",19,"MALE","WHITE",5.1,180,"MED","BRO","BRO",1,"N"
"16",4,598,"April","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",3,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","NERVOUS",47,"MALE","WHITE_HISPANIC",5.7,150,"THN","BRO","BRO",1,"N"
"17",24,675,"March","Friday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"GRAND_LARCENY",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","WORRIED",32,"MALE","WHITE",5.11,195,"HEA","BLK","BRO",1,"Y"
"18",6,780,"April","Thursday","Based_on_Self_Initiated","POM","SGT","PSB",2,"TERRORISM",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","TERRORISM",40,"FEMALE","WHITE",5.4,142,"MED","BLU","BRO",1,"N"
"19",18,480,"April","Tuesday","Based_on_Radio_Run","POM","SSA","PSB",1,"MURDER",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","MURDER",45,"MALE","BLACK",6.3,250,"MED","BRO","XXX",1,"N"
"20",6,897,"May","Saturday","Based_on_Radio_Run","POM","SGT","PSB",0,"ROBBERY",6,"Y","N","Y","N","N","N","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","Y","N","N","ROBBERY",34,"MALE","BLACK_HISPANIC",5.7,150,"MED","BRO","BRO",1,"Y"
"21",10,255,"May","Wednesday","Based_on_Radio_Run","POM","LT","Transit",1,"GRAND_LARCENY",15,"Y","Y","N","N","S","V","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","GRAND LARCENY",41,"MALE","WHITE_HISPANIC",5.7,200,"HEA","BRO","BLK",1,"N"
"22",17,120,"May","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",50,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",26,"MALE","WHITE",5.8,160,"MED","BRO","BLK",1,"N"
"23",17,140,"May","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",50,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",28,"MALE","WHITE",5.6,150,"THN","BRO","BLK",1,"N"
"24",7,140,"May","Sunday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",50,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",28,"MALE","WHITE",5.1,200,"MED","BRO","BLK",1,"N"
"25",17,140,"May","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",50,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",34,"MALE","WHITE",5.1,190,"MED","BRO","BLK",1,"N"
"26",24,620,"May","Wednesday","Based_on_Self_Initiated","POM","SGT","Transit",5,"CPW",10,"Y","N","N","I","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","CPW",17,"MALE","WHITE",5.9,245,"MED","MUL","GRY",1,"N"
"27",8,1405,"June","Thursday","Based_on_Radio_Run","POM","LT","Transit",1,"ASSAULT",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",37,"MALE","BLACK",5.1,185,"MED","BRO","BLK",1,"N"
"28",20,972,"June","Tuesday","Based_on_Self_Initiated","POF","SGT","PSB",10,"PETIT_LARCENY",5,"Y","N","Y","N","N","N","Y","Y","Y","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","Y","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","PETIT LARCENY",33,"FEMALE","BLACK",5.5,215,"THN","BRO","BLK",1,"Y"
"29",6,1318,"July","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","VERY CALM",60,"MALE","BLACK",5.1,180,"THN","BRO","BLD",1,"N"
"30",26,795,"July","Wednesday","Based_on_Self_Initiated","DT3","LT","PSB",1,"ASSAULT",3,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","QUESTIONED THE REASONING OF STOP, EXPLAINED AND SH",33,"MALE","BLACK",6.2,200,"THN","BRO","BLK",1,"N"
"31",30,990,"August","Wednesday","Based_on_Self_Initiated","SGT","LT","Transit",1,"THEFT_OF_SERVICES",1,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","UPSET",30,"MALE","BLACK",5.5,170,"MED","BRO","BLK",1,"N"
"32",30,90,"August","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",3,"ROBBERY",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",40,"MALE","BLACK",5.4,130,"THN","BRO","BLD",1,"N"
"33",6,150,"September","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",0,"BURGLARY",37,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","BURGLARY",22,"MALE","WHITE_HISPANIC",5.1,150,"MED","BRO","BLK",1,"N"
"34",6,150,"September","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",0,"BURGLARY",37,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","BURGLARY",29,"MALE","WHITE_HISPANIC",5.8,150,"MED","BRO","BLK",1,"N"
"35",14,1408,"August","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",36,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","IRRATE",58,"MALE","WHITE",5.9,200,"MED","BRO","WHI",1,"N"
"36",22,85,"September","Friday","Based_on_Radio_Run","POM","SGT","PSB",0,"ASSAULT",25,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ASSAULT",19,"MALE","BLACK",6.1,150,"THN","BRO","BLK",1,"N"
"37",22,85,"September","Friday","Based_on_Radio_Run","POM","SGT","PSB",0,"ASSAULT",25,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ASSAULT",20,"MALE","BLACK",5.9,150,"THN","BRO","BLK",1,"N"
"38",22,85,"September","Friday","Based_on_Radio_Run","POM","SGT","PSB",0,"ASSAULT",25,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ASSAULT",19,"FEMALE","WHITE_HISPANIC",5.5,150,"MED","BRO","BRO",1,"N"
"39",22,1235,"September","Friday","Based_on_Radio_Run","POM","SGT","PSB",0,"ASSAULT",4,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CALM",29,"MALE","BLACK",5.9,225,"HEA","BRO","BLK",1,"N"
"40",27,505,"September","Wednesday","Based_on_Self_Initiated","POM","LT","Transit",1,"OTHER",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","OTHER",27,"MALE","WHITE",6.1,150,"MED","BLU","BRO",1,"N"
"41",12,575,"October","Thursday","Based_on_Radio_Run","POM","SGT","PSB",0,"MENACING",15,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","MENACING",54,"MALE","BLACK",6.1,200,"HEA","BRO","BLD",1,"N"
"42",18,790,"October","Wednesday","Based_on_C_W_on_Scene","POF","SGT","PSB",1,"ROBBERY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",18,"MALE","BLACK",6.1,150,"MED","BRO","BLK",1,"N"
"43",20,780,"October","Friday","Based_on_C_W_on_Scene","POM","LT","PSB",2,"PETIT_LARCENY",13,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","PETIT LARCENY",26,"MALE","WHITE_HISPANIC",5.6,150,"THN","BRO","BLK",1,"Y"
"44",20,880,"October","Friday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"ASSAULT",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","ASSAULT",17,"MALE","BLACK",6.1,160,"THN","BRO","BLK",1,"N"
"45",31,945,"October","Tuesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"TERRORISM",180,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","Y","N","TERRORISM",49,"MALE","WHITE",6.1,160,"THN","BRO","BRO",1,"N"
"46",2,140,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",15,"PETIT_LARCENY",30,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","PETIT LARCENY",23,"MALE","WHITE_HISPANIC",5.5,120,"THN","BRO","BLK",1,"N"
"47",2,140,"November","Thursday","Based_on_Radio_Run","POM","SGT","PSB",15,"PETIT_LARCENY",30,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","Y","N","N","PETIT LARCENY",28,"MALE","WHITE_HISPANIC",6.4,225,"MED","GRN","BRO",1,"N"
"48",7,74,"January","Saturday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","COURTEOUS",30,"MALE","BLACK",6.2,190,"MED","BLK","BLK",5,"N"
"49",8,180,"January","Sunday","Based_on_Radio_Run","POM","SGT","PSB",0,"GRAND_LARCENY",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","GRAND LARCENY",25,"MALE","BLACK",6,170,"THN","BRO","BLK",5,"N"
"50",8,282,"January","Sunday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",12,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",61,"MALE","WHITE_HISPANIC",5.9,140,"THN","BRO","BLD",5,"Y"
"51",1,160,"January","Sunday","Based_on_Self_Initiated","POM","SGT","PSB",1,"MAKING_GRAFFITI",12,"Y","N","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","NERVOUS",21,"MALE","WHITE_HISPANIC",6,160,"THN","BRO","BRO",5,"N"
"52",3,268,"January","Tuesday","Based_on_Self_Initiated","POM","LT","PSB",1,"ASSAULT",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","IRATE",28,"MALE","BLACK",6.2,190,"HEA","BLK","XXX",5,"N"
"53",12,840,"January","Thursday","Based_on_Radio_Run","POM","SGT","PSB",2,"ROBBERY",10,"Y","N","N","N","S","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ROBBERY",34,"MALE","WHITE_HISPANIC",5.11,165,"MED","BRO","BRO",5,"N"
"54",13,262,"January","Friday","Based_on_Radio_Run","POF","SGT","PSB",1,"MENACING",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","NORMAL",48,"MALE","ASIAN_PAC.ISL",5.6,180,"THN","BRO","BLK",5,"N"
"55",30,1079,"January","Monday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CRIMINAL_TRESPASS",3,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","UPSET",32,"FEMALE","WHITE_HISPANIC",5.2,170,"MED","HAZ","BRO",5,"Y"
"56",30,1079,"January","Monday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CRIMINAL_TRESPASS",3,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","UPSET",41,"MALE","BLACK",6.4,175,"THN","BRO","BLK",5,"Y"
"57",30,960,"January","Monday","Based_on_Self_Initiated","DT2","LT","Housing",10,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",3,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","Y","N","Y","N","Y","N","N","N","N","N","N","CRIMINAL SALE OF CONTROLLED SUBSTANCE",32,"MALE","BLACK_HISPANIC",5.11,180,"MED","BRO","BLD",5,"N"
"58",30,960,"January","Monday","Based_on_C_W_on_Scene","DT3","LT","Housing",10,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",3,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","Y","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","CRIMINAL SALE OF CONTROLLED SUBSTANCE",36,"MALE","BLACK",6.5,200,"THN","BRO","BRO",5,"N"
"59",12,930,"January","Thursday","Based_on_Self_Initiated","POM","SGT","PSB",5,"PETIT_LARCENY",10,"Y","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","PETIT LARCENY",25,"FEMALE","BLACK_HISPANIC",5.9,180,"MED","BRO","BLK",5,"N"
"60",3,1145,"February","Friday","Based_on_Radio_Run","POM","SGT","Transit",2,"ASSAULT",5,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","UNDERSTANDING",17,"MALE","BLACK",5.7,150,"THN","BRO","BLK",5,"N"
"61",3,1145,"February","Friday","Based_on_Radio_Run","POM","SGT","Transit",2,"ASSAULT",10,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","UNDERSTANDING",22,"MALE","BLACK",5.1,130,"THN","BRO","BLK",5,"N"
"62",6,545,"February","Monday","Based_on_Radio_Run","POM","LT","PSB",1,"CPW",2,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","NORMAL",18,"MALE","BLACK",5.8,160,"THN","BRO","BLK",5,"N"
"63",12,970,"February","Sunday","Based_on_Radio_Run","POM","SGT","PSB",20,"GRAND_LARCENY",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","GRAND LARCENY",28,"MALE","BLACK",5.8,150,"THN","BRO","BLK",5,"N"
"64",8,1065,"February","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",5,"PETIT_LARCENY",7,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","PETIT LARCENY",51,"MALE","WHITE",6.1,195,"MED","BRO","BLK",5,"N"
"65",18,900,"February","Saturday","Based_on_Self_Initiated","DTS","SGT","PSB",3,"PETIT_LARCENY",2,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","PETIT LARCENY",23,"MALE","BLACK_HISPANIC",6,230,"U","BRO","BLK",5,"N"
"66",18,1185,"February","Saturday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"ROBBERY",20,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","ROBBERY",19,"MALE","WHITE",6.1,175,"THN","BRO","BRO",5,"N"
"67",25,346,"February","Saturday","Based_on_Self_Initiated","POM","LT","Transit",1,"ROBBERY",5,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","ROBBERY",59,"MALE","BLACK",5.1,170,"MED","BRO","BLD",5,"N"
"68",3,288,"March","Friday","Based_on_Radio_Run","POM","SGT","Transit",3,"ROBBERY",10,"Y","Y","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","Y","N","ROBBERY",30,"MALE","BLACK",5.1,160,"MED","BRO","BLK",5,"Y"
"69",3,288,"March","Friday","Based_on_C_W_on_Scene","POM","SGT","Transit",3,"ROBBERY",10,"Y","Y","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","ROBBERY",29,"MALE","BLACK",5.1,190,"MED","BRO","BLK",5,"Y"
"70",3,1312,"March","Friday","Based_on_Self_Initiated","POM","SGT","PSB",3,"ROBBERY",3,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","Y","N","N","ROBBERY",43,"MALE","BLACK",5.5,170,"MED","BRO","BLD",5,"Y"
