"","STOP_FRISK_DOM","STOP_FRISK_TIME_MINUTES","MONTH2","DAY2","STOP_WAS_INITIATED","ISSUING_OFFICER_RANK","SUPERVISING_OFFICER_RANK","JURISDICTION_DESCRIPTION","OBSERVED_DURATION_MINUTES","SUSPECTED_CRIME_DESCRIPTION","STOP_DURATION_MINUTES","OFFICER_EXPLAINED_STOP_FLAG","OTHER_PERSON_STOPPED_FLAG","OFFICER_IN_UNIFORM_FLAG","ID_CARD_IDENTIFIES_OFFICER_FLAG","SHIELD_IDENTIFIES_OFFICER_FLAG","VERBAL_IDENTIFIES_OFFICER_FLAG","FRISKED_FLAG","SEARCHED_FLAG","OTHER_CONTRABAND_FLAG","FIREARM_FLAG","KNIFE_CUTTER_FLAG","OTHER_WEAPON_FLAG","WEAPON_FOUND_FLAG","PHYSICAL_FORCE_CEW_FLAG","PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG","PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG","PHYSICAL_FORCE_OC_SPRAY_USED_FLAG","PHYSICAL_FORCE_OTHER_FLAG","PHYSICAL_FORCE_RESTRAINT_USED_FLAG","PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG","PHYSICAL_FORCE_WEAPON_IMPACT_FLAG","BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG","BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG","SUSPECTS_ACTIONS_CASING_FLAG","SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG","SUSPECTS_ACTIONS_DECRIPTION_FLAG","SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG","SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG","SUSPECTS_ACTIONS_LOOKOUT_FLAG","SUSPECTS_ACTIONS_OTHER_FLAG","SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG","SEARCH_BASIS_ADMISSION_FLAG","SEARCH_BASIS_CONSENT_FLAG","SEARCH_BASIS_HARD_OBJECT_FLAG","SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG","SEARCH_BASIS_OTHER_FLAG","SEARCH_BASIS_OUTLINE_FLAG","DEMEANOR_OF_PERSON_STOPPED","SUSPECT_REPORTED_AGE","SUSPECT_SEX","SUSPECT_RACE_DESCRIPTION","SUSPECT_HEIGHT","SUSPECT_WEIGHT","SUSPECT_BODY_BUILD_TYPE","SUSPECT_EYE_COLOR","SUSPECT_HAIR_COLOR","STOP_LOCATION_PRECINCT","SUSPECT_ARRESTED_FLAG"
"1478",10,850,"November","Friday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",15,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","CRIMINAL SALE OF CONTROLLED SUBSTANCE",54,"MALE","BLACK_HISPANIC",5.1,135,"THN","BRO","WHI",23,"N"
"1479",10,850,"November","Friday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",15,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","CRIMINAL SALE OF CONTROLLED SUBSTANCE",36,"MALE","BLACK",5.7,190,"THN","BRO","BLK",23,"N"
"1480",11,630,"November","Saturday","Based_on_Radio_Run","POM","SGT","PSB",2,"ASSAULT",20,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","COMPLIANT",22,"MALE","WHITE_HISPANIC",5.7,150,"THN","BLK","BLK",23,"N"
"1481",11,1165,"November","Saturday","Based_on_Radio_Run","POM","CPT","Transit",2,"ROBBERY",3,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ROBBERY",40,"MALE","BLACK",6.1,210,"HEA","BRO","BLK",23,"Y"
"1482",12,495,"November","Sunday","Based_on_Self_Initiated","POM","SGT","Housing",2,"CRIMINAL_TRESPASS",15,"Y","N","Y","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",37,"MALE","WHITE_HISPANIC",5.5,160,"THN","BLK","BLK",23,"Y"
"1483",13,595,"November","Monday","Based_on_Radio_Run","POM","POM","PSB",3,"CPW",10,"Y","Y","Y","N","N","N","Y","Y","Y","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","NORMAL",35,"MALE","WHITE_HISPANIC",5.6,130,"THN","BRO","BLK",23,"Y"
"1484",13,600,"November","Monday","Based_on_Radio_Run","POF","LT","PSB",1,"ROBBERY",3,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ROBBERY",45,"MALE","BLACK_HISPANIC",5.7,180,"MED","BRO","BLK",23,"N"
"1485",17,1230,"November","Friday","Based_on_Self_Initiated","POF","SGT","Housing",1,"CRIMINAL_TRESPASS",10,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",33,"MALE","WHITE_HISPANIC",5.7,160,"THN","BRO","BLK",23,"Y"
"1486",21,497,"November","Tuesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"GRAND_LARCENY_AUTO",15,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","GRAND LARCENY AUTO",23,"MALE","BLACK",5.1,180,"THN","BRO","BLK",23,"N"
"1487",25,622,"November","Saturday","Based_on_Radio_Run","POM","SGT","Housing",1,"ROBBERY",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",35,"MALE","WHITE_HISPANIC",5.1,160,"THN","BRO","XXX",23,"N"
"1488",25,621,"November","Saturday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ROBBERY",35,"MALE","BLACK_HISPANIC",5.8,180,"MED","BRO","BLK",23,"N"
"1489",25,1310,"November","Saturday","Based_on_Radio_Run","POM","SGT","PSB",3,"CPW",10,"Y","N","N","N","S","N","Y","Y","Y","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","CPW",19,"MALE","BLACK",5.1,160,"THN","BRO","BLK",23,"Y"
"1490",27,870,"November","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"PETIT_LARCENY",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","PETIT LARCENY",54,"MALE","BLACK",5.11,220,"MED","BRO","BLK",23,"N"
"1491",28,1200,"November","Tuesday","Based_on_Self_Initiated","SGT","LT","Housing",20,"CPW",20,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",29,"MALE","BLACK",6.1,220,"HEA","BRO","BLK",23,"N"
"1492",1,895,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"PETIT_LARCENY",5,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","PETIT LARCENY",50,"MALE","BLACK",5.1,200,"MED","BRO","BLK",23,"N"
"1493",1,1415,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",8,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","ASSAULT",22,"MALE","WHITE_HISPANIC",6.3,195,"MED","BRO","BRO",23,"N"
"1494",3,875,"December","Sunday","Based_on_Radio_Run","POM","SGT","Housing",1,"ASSAULT",15,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","IRRATE AND AGGRESIVE",24,"MALE","WHITE_HISPANIC",5.1,150,"THN","BRO","BLK",23,"Y"
"1495",5,934,"December","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",40,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","ROBBERY",30,"MALE","BLACK",6.1,240,"HEA","BRO","BLK",23,"Y"
"1496",6,1080,"December","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"PETIT_LARCENY",2,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","PETIT LARCENY",17,"FEMALE","BLACK",5.5,140,"HEA","BRO","BLK",23,"N"
"1497",6,1080,"December","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"PETIT_LARCENY",2,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","PETIT LARCENY",17,"MALE","BLACK",5.6,140,"THN","BRO","BLK",23,"N"
"1498",6,45,"December","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",0,"BURGLARY",2,"Y","N","Y","N","N","N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",41,"MALE","WHITE_HISPANIC",5.9,175,"THN","BRO","BRO",23,"N"
"1499",6,1398,"December","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",1,"Y","N","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",23,"MALE","BLACK",5.8,180,"THN","BRO","BLK",23,"N"
"1500",8,735,"December","Friday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"OTHER",30,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","OTHER",38,"MALE","WHITE_HISPANIC",5.7,160,"MED","BRO","BLK",23,"N"
"1501",10,1125,"December","Sunday","Based_on_Self_Initiated","POM","SGT","Other",5,"OTHER",2,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","OTHER",26,"MALE","BLACK",6.1,180,"MED","BRO","BRO",23,"N"
"1502",12,1080,"December","Tuesday","Based_on_Self_Initiated","POM","SGT","Housing",2,"CRIMINAL_TRESPASS",10,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",51,"MALE","BLACK",6.1,180,"THN","BRO","BLD",23,"Y"
"1503",13,0,"December","Wednesday","Based_on_Radio_Run","POM","SGT","Housing",1,"CPW",15,"Y","N","N","N","N","V","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","Y","N","N","CPW",31,"MALE","WHITE_HISPANIC",5.6,170,"THN","BRO","BLK",23,"Y"
"1504",14,88,"December","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","ASSAULT",17,"MALE","WHITE_HISPANIC",5.1,175,"MED","ZZZ","BLK",23,"N"
"1505",14,1040,"December","Thursday","Based_on_Radio_Run","POM","SGT","Housing",1,"ASSAULT",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","NERVOUS. SWEATY. EXCITED",23,"MALE","BLACK",5.4,150,"U","BLK","BLK",23,"N"
"1506",17,1028,"December","Sunday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CALM",34,"MALE","WHITE_HISPANIC",5.1,220,"HEA","BRO","BRO",23,"N"
"1507",19,1045,"December","Tuesday","Based_on_Self_Initiated","POM","SGT","PSB",2,"CRIMINAL_POSSESSION_OF_MARIHUANA",20,"Y","Y","N","N","S","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL POSSESSION OF MARIHUANA",21,"MALE","WHITE_HISPANIC",6.2,160,"THN","BRO","BLK",23,"N"
"1508",19,1045,"December","Tuesday","Based_on_Self_Initiated","POM","SGT","PSB",2,"CRIMINAL_POSSESSION_OF_MARIHUANA",20,"Y","Y","N","N","S","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL POSSESSION OF MARIHUANA",19,"MALE","WHITE_HISPANIC",6.1,220,"MED","BRO","BRO",23,"N"
"1509",20,80,"December","Wednesday","Based_on_Self_Initiated","POM","SGT","Housing",2,"CRIMINAL_TRESPASS",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL TRESPASS",26,"MALE","BLACK",5.6,130,"MED","BRO","BLK",23,"N"
"1510",20,590,"December","Wednesday","Based_on_Radio_Run","POM","SGT","Housing",1,"CRIMINAL_TRESPASS",17,"Y","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",40,"MALE","WHITE_HISPANIC",5.9,200,"MED","BRO","BLK",23,"Y"
"1511",20,1430,"December","Wednesday","Based_on_C_W_on_Scene","POM","SGT","Housing",3,"ASSAULT",2,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","UPSET",38,"MALE","BLACK_HISPANIC",5.7,180,"MED","BRO","BLK",23,"Y"
"1512",20,1245,"December","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"GRAND_LARCENY_AUTO",10,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","GRAND LARCENY AUTO",23,"MALE","BLACK",5.1,200,"THN","BLK","BLK",23,"N"
"1513",20,1245,"December","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"GRAND_LARCENY_AUTO",10,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","GRAND LARCENY AUTO",28,"MALE","WHITE_HISPANIC",5.7,190,"MED","BRO","BLK",23,"N"
"1514",20,1245,"December","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"GRAND_LARCENY_AUTO",10,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","GRAND LARCENY AUTO",20,"FEMALE","BLACK",5.8,135,"THN","BLK","BLK",23,"N"
"1515",20,1245,"December","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",1,"GRAND_LARCENY_AUTO",10,"Y","Y","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","GRAND LARCENY AUTO",23,"MALE","BLACK",6.4,185,"THN","BLK","BLK",23,"N"
"1516",22,1374,"December","Friday","Based_on_Radio_Run","POM","LT","Housing",10,"CPW",3,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","CPW",15,"MALE","BLACK",5.6,120,"THN","ZZZ","BLK",23,"N"
"1517",22,1374,"December","Friday","Based_on_Radio_Run","POF","LT","PSB",1,"CPW",3,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","CPW",15,"MALE","BLACK",5.8,160,"THN","BRO","BLK",23,"N"
"1518",22,1374,"December","Friday","Based_on_Radio_Run","POM","LT","Housing",1,"CPW",3,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","CPW",15,"MALE","BLACK",5.6,130,"THN","ZZZ","BLK",23,"N"
"1519",22,458,"December","Friday","Based_on_Radio_Run","POM","SGT","PSB",1,"GRAND_LARCENY",6,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","GRAND LARCENY",62,"MALE","WHITE",5.8,160,"THN","BRO","GRY",23,"N"
"1520",25,258,"December","Monday","Based_on_Radio_Run","POM","SGT","PSB",2,"BURGLARY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","NORMAL",22,"MALE","BLACK",6.2,195,"MED","BRO","BLK",23,"N"
"1521",26,913,"December","Tuesday","Based_on_Radio_Run","POF","SGT","Housing",0,"CPW",15,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","CPW",25,"MALE","BLACK",6.2,220,"MED","BRO","BLD",23,"N"
"1522",28,1125,"December","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"CPW",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CPW",21,"MALE","BLACK",5.1,180,"THN","BRO","BLK",23,"N"
"1523",31,1080,"December","Sunday","Based_on_Radio_Run","POM","SGT","PSB",1,"BURGLARY",10,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM AND RESPECTFUL",23,"MALE","WHITE",5.9,185,"MED","HAZ","BRO",23,"N"
"1524",6,1230,"January","Friday","Based_on_Radio_Run","DT2","SGT","Housing",2030,"BURGLARY",204,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CALM COOPERATIVE",17,"MALE","BLACK",5.6,145,"THN","BRO","BLK",24,"N"
"1525",6,1230,"January","Friday","Based_on_Radio_Run","DT2","SGT","Housing",2030,"BURGLARY",204,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CALM,COOPERATIVE",16,"MALE","BLACK",5.7,150,"THN","BRO","BLK",24,"N"
"1526",6,1230,"January","Friday","Based_on_Radio_Run","DT2","SGT","Housing",2030,"BURGLARY",204,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CALM,COOPERATIVE",16,"MALE","BLACK",5.7,150,"THN","BRO","BLK",24,"N"
"1527",11,17,"January","Wednesday","Based_on_C_W_on_Scene","POM","SGT","Transit",1,"ROBBERY",4,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",35,"MALE","BLACK",5.8,145,"THN","BRO","BLK",24,"N"
"1528",25,1084,"January","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"MENACING",5,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","MENACING",35,"MALE","BLACK",6.1,185,"MED","BRO","BLK",24,"N"
"1529",28,897,"January","Saturday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",7,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","CPW",37,"MALE","BLACK_HISPANIC",6.1,180,"MED","BRO","BLK",24,"N"
"1530",25,153,"January","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"PETIT_LARCENY",17,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","PETIT LARCENY",17,"MALE","BLACK",5.1,150,"THN","BRO","BLK",24,"N"
"1531",10,1390,"February","Friday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CRIMINAL_TRESPASS",5,"Y","Y","Y","N","N","N","Y","Y","Y","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",17,"MALE","BLACK",5.7,160,"THN","BRO","BLK",24,"N"
"1532",10,1390,"February","Friday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CRIMINAL_TRESPASS",7,"Y","Y","N","N","S","V","Y","Y","Y","N","Y","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",16,"MALE","BLACK",6.1,180,"THN","BRO","BLK",24,"Y"
"1533",10,1390,"February","Friday","Based_on_Self_Initiated","POM","SGT","Housing",1,"CRIMINAL_TRESPASS",7,"Y","Y","N","N","S","V","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","Y","Y","N","N","N","N","N","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",18,"MALE","BLACK",6,190,"THN","BRO","BLK",24,"Y"
"1534",14,1285,"February","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ASSAULT",5,"Y","N","N","N","S","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CALM",21,"MALE","BLACK",5.11,180,"THN","BRO","BLK",24,"N"
"1535",27,970,"February","Monday","Based_on_Radio_Run","POM","LT","PSB",5,"ASSAULT",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","NERVOUS",16,"MALE","BLACK",6.3,170,"THN","BRO","BLK",24,"N"
"1536",27,975,"February","Monday","Based_on_Radio_Run","POF","SGT","PSB",5,"ASSAULT",20,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","NERVOUS",17,"MALE","BLACK",5.11,160,"THN","BRO","BLK",24,"N"
"1537",28,1336,"February","Tuesday","Based_on_Self_Initiated","POM","LT","Housing",10,"CRIMINAL_TRESPASS",3,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL TRESPASS",21,"MALE","WHITE_HISPANIC",5.11,160,"MED","BRO","BLK",24,"Y"
"1538",28,1336,"February","Tuesday","Based_on_Self_Initiated","POM","LT","Housing",10,"CRIMINAL_TRESPASS",2,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL TRESPASS",23,"MALE","BLACK_HISPANIC",5.7,145,"THN","BRO","BLK",24,"Y"
"1539",17,397,"February","Friday","Based_on_Radio_Run","POM","LT","Housing",1,"CRIMINAL_TRESPASS",5,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","NERVOUS",45,"MALE","WHITE_HISPANIC",5.11,168,"THN","BRO","BRO",24,"Y"
"1540",5,125,"March","Sunday","Based_on_Radio_Run","POF","SGT","PSB",0,"ROBBERY",5,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","ROBBERY",27,"MALE","BLACK",5.8,200,"MED","BRO","XXX",24,"Y"
"1541",10,1433,"March","Friday","Based_on_Radio_Run","POM","SGT","Housing",1,"RECKLESS_ENDANGERMENT",7,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","RECKLESS ENDANGERMENT",38,"MALE","BLACK",5.7,190,"THN","BRO","BLK",24,"N"
"1542",18,854,"February","Saturday","Based_on_Radio_Run","POM","SGT","PSB",0,"PETIT_LARCENY",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","UNDERSTANDING",60,"MALE","BLACK",5.9,150,"THN","ZZZ","BLK",24,"N"
"1543",22,675,"March","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",0,"CPW",15,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","UNDERSTANDING",53,"MALE","BLACK",6.2,300,"HEA","BRO","BLK",24,"N"
"1544",17,510,"February","Friday","Based_on_Radio_Run","POM","SGT","PSB",2,"ROBBERY",5,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","ROBBERY",35,"MALE","WHITE_HISPANIC",5.1,220,"MED","BLK","BLK",24,"N"
"1545",14,1405,"February","Tuesday","Based_on_Radio_Run","POM","SGT","PSB",1,"AUTO_STRIPPIG",5,"Y","N","N","N","S","V","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","N","AUTO STRIPPIG",46,"MALE","WHITE_HISPANIC",5.9,180,"MED","BRO","GRY",24,"Y"
